,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,cluster,ordered_cluster,sample
45,KEGG_2021_Human,Glioma,7/75,1.5709076891891485e-06,7.13738493566374e-06,0,0,14.140829248366012,188.97601936650332,PDGFRB;PDGFB;CALM3;CALM1;HRAS;CALM2;IGF1R,3,3,B1
46,KEGG_2021_Human,Gastric acid secretion,7/76,1.719417556945446e-06,7.64592062556592e-06,0,0,13.935185185185183,184.96902829653249,ADCY9;GNAS;CALM3;CALM1;ADCY7;CALM2;GNAI2,3,3,B1
47,KEGG_2021_Human,Arrhythmogenic right ventricular cardiomyopathy,7/77,1.879491656373933e-06,8.183619920461501e-06,0,0,13.735416666666667,181.09472758924244,ITGB5;ITGA3;ITGA1;ITGAV;ITGB7;ITGA6;ITGA9,3,3,B1
48,KEGG_2021_Human,Hepatitis C,9/157,3.0698469615714027e-06,1.3093837040171902e-05,0,0,8.436857632280168,107.09648238316495,CXCL10;RXRA;TRADD;FAS;TRAF2;FASLG;FADD;HRAS;TNFRSF1A,3,3,B1
49,KEGG_2021_Human,Pathways of neurodegeneration,15/475,3.2519972926757797e-06,1.3593348683384756e-05,0,0,4.648897058823529,58.74458454363758,APP;WNT7B;FZD6;LRP5;TRAF2;FASLG;PSEN1;TNFRSF1A;FAS;CALM3;FADD;CALM1;CALM2;HRAS;SPTBN2,3,3,B1
50,KEGG_2021_Human,Hippo signaling pathway,9/163,4.1769880538818856e-06,1.7117460848261058e-05,0,0,8.10567953173587,100.39629929914445,TGFB1;TGFB3;CDH1;WNT7B;SERPINE1;FZD6;ITGB2;FGF1;AREG,3,3,B1
51,KEGG_2021_Human,GnRH signaling pathway,7/93,6.695167195122774e-06,2.6909421995781915e-05,0,0,11.17094638242894,133.09204716720734,ADCY9;GNAS;CALM3;CALM1;HRAS;ADCY7;CALM2,3,3,B1
52,KEGG_2021_Human,TGF-beta signaling pathway,7/94,7.188518221615676e-06,2.83471756286354e-05,0,0,11.04198595146871,130.7705211525703,ACVR1;TGFB1;TGFB3;INHBB;NEO1;LTBP1;THBS1,3,3,B1
53,KEGG_2021_Human,Vascular smooth muscle contraction,8/133,7.743340089660674e-06,2.996959405072372e-05,0,0,8.827524475524475,103.8882880341818,EDNRA;ADCY9;EDN2;GNAS;CALM3;CALM1;CALM2;ADCY7,3,3,B1
54,KEGG_2021_Human,Circadian entrainment,7/97,8.853192402477297e-06,3.3642131129413725e-05,0,0,10.67229938271605,124.16934784330262,ADCY9;GNAS;CALM3;CALM1;CALM2;ADCY7;GNAI2,3,3,B1
55,KEGG_2021_Human,Inflammatory mediator regulation of TRP channels,7/98,9.474464323489638e-06,3.536005435016669e-05,0,0,10.55448717948718,122.0828069359672,ADCY9;GNAS;HTR2C;CALM3;CALM1;CALM2;ADCY7,3,3,B1
56,KEGG_2021_Human,Protein digestion and absorption,7/103,1.3149472151468678e-05,4.821473122205182e-05,0,0,10.002242476851851,112.41649289367334,COL1A1;COL18A1;COL1A2;COL4A2;COL4A1;COL6A1;COL4A5,3,3,B1
57,KEGG_2021_Human,Central carbon metabolism in cancer,6/70,1.4761802174524742e-05,5.3193390594408126e-05,0,0,12.792025862068966,142.2916858252701,RET;PDGFRB;PKM;ERBB2;HRAS;FGFR3,3,3,B1
58,KEGG_2021_Human,Chemokine signaling pathway,9/192,1.5683619831146243e-05,5.555722957134856e-05,0,0,6.811129069498961,75.35079696212098,CXCL10;CXCL9;ADCY9;CXCR3;CXCR4;CXCL13;ADCY7;HRAS;GNAI2,3,3,B1
59,KEGG_2021_Human,Oxytocin signaling pathway,8/154,2.2561423343070854e-05,7.784917937532652e-05,0,0,7.549765303189961,80.7769701818531,ADCY9;GNAS;CALM3;CALM1;CALM2;ADCY7;HRAS;GNAI2,3,3,B1
60,KEGG_2021_Human,TNF signaling pathway,7/112,2.272153082246372e-05,7.784917937532652e-05,0,0,9.14074074074074,97.73460610645678,CXCL10;TRADD;FAS;TRAF2;FADD;ICAM1;TNFRSF1A,3,3,B1
61,KEGG_2021_Human,Epstein-Barr virus infection,9/202,2.346060787572657e-05,7.908495235527182e-05,0,0,6.454936875136832,68.81083935139642,CXCL10;TRADD;HLA-B;FAS;TRAF2;CALR;FADD;CD44;ICAM1,3,3,B1
62,KEGG_2021_Human,Cellular senescence,8/156,2.475931249031393e-05,8.213803667421606e-05,0,0,7.446985446985447,78.98502785685255,TGFB1;TGFB3;SERPINE1;HLA-B;CALM3;CALM1;CALM2;HRAS,3,3,B1
63,KEGG_2021_Human,Necroptosis,8/159,2.8391038042105226e-05,9.271448360624987e-05,0,0,7.297920622423933,76.40512036623035,HSP90AA1;TRADD;FAS;TRAF2;FASLG;HMGB1;FADD;TNFRSF1A,3,3,B1
64,KEGG_2021_Human,JAK-STAT signaling pathway,8/162,3.2458688293413035e-05,0.000104367166974205,0,0,7.154663518299882,73.94732819857362,PDGFRB;IL20;OSM;PDGFB;IL20RA;IL2RG;OSMR;HRAS,3,3,B1
65,KEGG_2021_Human,Thyroid hormone signaling pathway,7/121,3.742520583863437e-05,0.00011851315182234218,0,0,8.41526559454191,85.77820021340747,NOTCH2;NOTCH3;NOTCH1;RXRA;ITGAV;ESR1;HRAS,3,3,B1
66,KEGG_2021_Human,cAMP signaling pathway,9/216,3.968634867310885e-05,0.00012379771451760815,0,0,6.014084507042254,60.94975923224102,EDNRA;ADCY9;EDN2;GNAS;CALM3;CALM1;CALM2;ADCY7;GNAI2,3,3,B1
67,KEGG_2021_Human,Platelet activation,7/124,4.378583163420779e-05,0.0001345770413463151,0,0,8.198243114909781,82.27920977636461,COL1A1;ADCY9;COL1A2;GNAS;TLN1;ADCY7;GNAI2,3,3,B1
68,KEGG_2021_Human,ErbB signaling pathway,6/85,4.487136919085062e-05,0.00013591472696938812,0,0,10.35530336097774,103.67430067203424,ERBB3;NRG4;ERBB2;NRG2;AREG;HRAS,3,3,B1
69,KEGG_2021_Human,Oocyte meiosis,7/129,5.634303040068186e-05,0.00016822419076775014,0,0,7.860257285974499,76.9051660919273,AR;ADCY9;CALM3;CALM1;CALM2;ADCY7;IGF1R,3,3,B1
70,KEGG_2021_Human,Salivary secretion,6/93,7.442823128172217e-05,0.00021909155405464692,0,0,9.399286563614744,89.34656551806674,ADCY9;GNAS;CALM3;CALM1;ADCY7;CALM2,3,3,B1
71,KEGG_2021_Human,IL-17 signaling pathway,6/94,7.901278727959476e-05,0.00022935656307549032,0,0,9.292006269592475,87.77136996007849,CXCL10;HSP90AA1;TRADD;TRAF2;FADD;HSP90B1,3,3,B1
72,KEGG_2021_Human,Notch signaling pathway,5/59,8.275373381031301e-05,0.0002369250735117181,0,0,12.5539066463724,118.0022209356035,NOTCH2;NOTCH3;NCSTN;NOTCH1;PSEN1,3,3,B1
73,KEGG_2021_Human,Aldosterone synthesis and secretion,6/98,9.965269896204222e-05,0.00028145154166306515,0,0,8.886206896551725,81.8759057380678,ADCY9;GNAS;CALM3;CALM1;CALM2;ADCY7,3,3,B1
74,KEGG_2021_Human,Apoptosis,7/142,0.00010328201099265804,0.0002878125372995404,0,0,7.098662551440329,65.15186095026415,TRADD;FAS;FASLG;TRAF2;FADD;HRAS;TNFRSF1A,3,3,B1
75,KEGG_2021_Human,Phospholipase D signaling pathway,7/148,0.0001337207276838912,0.0003677320011307008,0,0,6.794523246650906,60.60549666181787,PDGFRB;ADCY9;PDGFC;PDGFB;GNAS;HRAS;ADCY7,3,3,B1
76,KEGG_2021_Human,Adrenergic signaling in cardiomyocytes,7/150,0.00014534906484644228,0.00039451889029748624,0,0,6.698815073815074,59.193224395065336,ADCY9;GNAS;CALM3;CALM1;CALM2;ADCY7;GNAI2,3,3,B1
77,KEGG_2021_Human,"Parathyroid hormone synthesis, secretion and action",6/106,0.00015371201493831916,0.000411869373360368,0,0,8.172,71.75367182803208,ADCY9;RXRA;GNAS;LRP5;ADCY7;GNAI2,3,3,B1
78,KEGG_2021_Human,Phagosome,7/152,0.00015778418958841976,0.00041742905853138897,0,0,6.605747126436782,57.82857545965646,ITGB5;CANX;ITGB2;HLA-B;ITGAV;CALR;THBS1,3,3,B1
79,KEGG_2021_Human,Thyroid cancer,4/37,0.00016986224410931315,0.00044376511273558057,0,0,16.339723768295197,141.83734435979983,RET;RXRA;CDH1;HRAS,3,3,B1
80,KEGG_2021_Human,Renal cell carcinoma,5/69,0.00017485773780486272,0.00045117613828662105,0,0,10.587007705479452,91.59389779193565,TGFB1;TGFB3;PDGFB;HRAS;VEGFA,3,3,B1
81,KEGG_2021_Human,Toxoplasmosis,6/112,0.0002077310064846438,0.0005294607360401287,0,0,7.707091737150293,65.35048518981401,LAMA5;TGFB1;TGFB3;ITGA6;TNFRSF1A;GNAI2,3,3,B1
82,KEGG_2021_Human,Leukocyte transendothelial migration,6/114,0.000228726804813787,0.0005759506289889334,0,0,7.563601532567049,63.40553745916706,ITGB2;PECAM1;CXCR4;VCL;ICAM1;GNAI2,3,3,B1
83,KEGG_2021_Human,Thyroid hormone synthesis,5/75,0.0002589689453446089,0.0006443393997264675,0,0,9.676614481409002,79.91724695710454,ADCY9;CANX;GNAS;ADCY7;HSP90B1,3,3,B1
84,KEGG_2021_Human,Pertussis,5/76,0.0002755362097786399,0.0006774949158086557,0,0,9.53984179046884,78.19609414767926,ITGB2;CALM3;CALM1;CALM2;GNAI2,3,3,B1
85,KEGG_2021_Human,cGMP-PKG signaling pathway,7/167,0.00028115795489094803,0.0006832792159559085,0,0,5.981901041666666,48.91157574421821,EDNRA;ADCY9;CALM3;CALM1;CALM2;ADCY7;GNAI2,3,3,B1
86,KEGG_2021_Human,Neurotrophin signaling pathway,6/119,0.00028857193142870776,0.0006924389882457918,0,0,7.227097955447055,58.904940132220815,CALM3;FASLG;PSEN1;CALM1;CALM2;HRAS,3,3,B1
87,KEGG_2021_Human,Hepatocellular carcinoma,7/168,0.00029155325820875446,0.0006924389882457918,0,0,5.944444444444445,48.38948897460559,TGFB1;TGFB3;WNT7B;FZD6;LRP5;HRAS;IGF1R,3,3,B1
88,KEGG_2021_Human,Influenza A,7/172,0.00033626860299148755,0.0007896644721934933,0,0,5.799158249158249,46.37934977465407,CXCL10;TRADD;FAS;FASLG;FADD;ICAM1;TNFRSF1A,3,3,B1
89,KEGG_2021_Human,Intestinal immune network for IgA production,4/48,0.0004692530187393497,0.0010897097879613,0,0,12.247990105132962,93.87310893038192,TGFB1;CXCR4;ITGB7;MADCAM1,3,3,B1
90,KEGG_2021_Human,Natural killer cell mediated cytotoxicity,6/131,0.0004826685219904695,0.0011085463856704,0,0,6.5293241379310345,49.85909720183229,ITGB2;HLA-B;FAS;FASLG;HRAS;ICAM1,3,3,B1
91,KEGG_2021_Human,Ovarian steroidogenesis,4/51,0.0005921948004049003,0.0013453121009198,0,0,11.464466637718916,85.200189211017,ADCY9;GNAS;ADCY7;IGF1R,3,3,B1
92,KEGG_2021_Human,Rheumatoid arthritis,5/93,0.0006995363700441967,0.0015720763584864,0,0,7.69030199252802,55.87075741168851,TGFB1;TGFB3;ITGB2;ICAM1;VEGFA,3,3,B1
93,KEGG_2021_Human,Regulation of lipolysis in adipocytes,4/55,0.0007895565674499657,0.0017555034318834,0,0,10.563158596772045,75.46361779315903,ADCY9;GNAS;ADCY7;GNAI2,3,3,B1
94,KEGG_2021_Human,Progesterone-mediated oocyte maturation,5/100,0.000971537165044435,0.0021373817630977,0,0,7.1211247296323,49.39661480052165,HSP90AA1;ADCY9;ADCY7;IGF1R;GNAI2,3,3,B1
95,KEGG_2021_Human,Long-term depression,4/60,0.0010964582663114,0.0023870810172821,0,0,9.617589893100098,65.55031940345549,GNAS;HRAS;IGF1R;GNAI2,3,3,B1
96,KEGG_2021_Human,mTOR signaling pathway,6/154,0.0011254641483268,0.002424969144333,0,0,5.508201304753029,37.39826188533405,WNT7B;FZD6;LRP5;HRAS;IGF1R;TNFRSF1A,3,3,B1
97,KEGG_2021_Human,NF-kappa B signaling pathway,5/104,0.0011584926865579,0.0024319565700026,0,0,6.832018818320188,46.18878914403817,PLAU;TRADD;TRAF2;ICAM1;TNFRSF1A,3,3,B1
98,KEGG_2021_Human,Cushing syndrome,6/155,0.0011636155837333,0.0024319565700026,0,0,5.47095579726915,36.96299869564875,ADCY9;WNT7B;FZD6;GNAS;ADCY7;GNAI2,3,3,B1
99,KEGG_2021_Human,Non-alcoholic fatty liver disease,6/155,0.0011636155837333,0.0024319565700026,0,0,5.47095579726915,36.96299869564875,TGFB1;RXRA;FAS;TRAF2;FASLG;TNFRSF1A,3,3,B1
100,KEGG_2021_Human,Phototransduction,3/28,0.0012032968571451,0.0024899905261715,0,0,16.073513513513515,108.05725030431714,CALM3;CALM1;CALM2,3,3,B1
101,KEGG_2021_Human,Glucagon signaling pathway,5/107,0.0013152690015485,0.0026950119737611,0,0,6.630069836153639,43.9819875595455,PKM;GNAS;CALM3;CALM1;CALM2,3,3,B1
102,KEGG_2021_Human,Hepatitis B,6/162,0.001459165148245,0.0029608302522641,0,0,5.223607427055703,34.109586201312425,TGFB1;TGFB3;FAS;FASLG;FADD;HRAS,3,3,B1
103,KEGG_2021_Human,Long-term potentiation,4/67,0.0016546112472069,0.0033251322179447,0,0,8.545945362271892,54.72985093895191,CALM3;CALM1;HRAS;CALM2,3,3,B1
104,KEGG_2021_Human,Serotonergic synapse,5/113,0.0016751082015712,0.0033342629916989,0,0,6.259830035514967,40.012066869498256,APP;GNAS;HTR2C;HRAS;GNAI2,3,3,B1
105,KEGG_2021_Human,Adipocytokine signaling pathway,4/69,0.0018446251489143,0.0036030528609635,0,0,8.282155939298796,52.14014039277942,RXRA;TRADD;TRAF2;TNFRSF1A,3,3,B1
106,KEGG_2021_Human,Amphetamine addiction,4/69,0.0018446251489143,0.0036030528609635,0,0,8.282155939298796,52.14014039277942,GNAS;CALM3;CALM1;CALM2,3,3,B1
107,KEGG_2021_Human,RIG-I-like receptor signaling pathway,4/70,0.0019450772118137,0.0037640846043433,0,0,8.156256441970728,50.91505243037379,CXCL10;TRADD;TRAF2;FADD,3,3,B1
108,KEGG_2021_Human,"Growth hormone synthesis, secretion and action",5/119,0.0021024678510925,0.0039946889170758,0,0,5.928562845469839,36.5474761549422,ADCY9;GNAS;HRAS;ADCY7;GNAI2,3,3,B1
109,KEGG_2021_Human,Sphingolipid signaling pathway,5/119,0.0021024678510925,0.0039946889170758,0,0,5.928562845469839,36.5474761549422,TRADD;TRAF2;HRAS;TNFRSF1A;GNAI2,3,3,B1
110,KEGG_2021_Human,Non-small cell lung cancer,4/72,0.0021572226148893,0.0040617975361429,0,0,7.915566226490596,48.59313635032947,RET;RXRA;ERBB2;HRAS,3,3,B1
111,KEGG_2021_Human,Pancreatic cancer,4/76,0.0026284242230023,0.0049048273447097,0,0,7.474300831443688,44.40759246452069,TGFB1;TGFB3;ERBB2;VEGFA,3,3,B1
112,KEGG_2021_Human,African trypanosomiasis,3/37,0.0027158775559314,0.0050231717627404,0,0,11.813394276629571,69.80109576376776,FAS;FASLG;ICAM1,3,3,B1
113,KEGG_2021_Human,Salmonella infection,7/249,0.0028825400717834,0.0052383804181186,0,0,3.938504361799816,23.03664049986024,HSP90AA1;TRADD;TRAF2;FADD;HRAS;HSP90B1;TNFRSF1A,3,3,B1
114,KEGG_2021_Human,Antigen processing and presentation,4/78,0.0028885791627757,0.0052383804181186,0,0,7.271557271557271,42.51672655553919,HSP90AA1;CANX;HLA-B;CALR,3,3,B1
115,KEGG_2021_Human,Alcoholism,6/186,0.0029209287366441,0.0052383804181186,0,0,4.5216091954022986,26.38744953942255,GNAS;CALM3;CALM1;CALM2;HRAS;GNAI2,3,3,B1
116,KEGG_2021_Human,Allograft rejection,3/38,0.0029324904733008,0.0052383804181186,0,0,11.475289575289576,66.92277829459934,HLA-B;FAS;FASLG,3,3,B1
117,KEGG_2021_Human,Endocytosis,7/252,0.0030799147079709,0.0054551031692027,0,0,3.88968253968254,22.493463800715464,HLA-B;CXCR4;IL2RG;FGFR4;FGFR3;HRAS;IGF1R,3,3,B1
118,KEGG_2021_Human,FoxO signaling pathway,5/131,0.0031881026216873,0.0055992726717029,0,0,5.360676233963905,30.814932416729917,TGFB1;TGFB3;FASLG;HRAS;IGF1R,3,3,B1
119,KEGG_2021_Human,Dopaminergic synapse,5/132,0.0032938334457649,0.0057367599180405,0,0,5.318196526804012,30.39723296720538,GNAS;CALM3;CALM1;CALM2;GNAI2,3,3,B1
120,KEGG_2021_Human,Insulin signaling pathway,5/137,0.0038606936405705,0.0066333822416016,0,0,5.1154524699045245,28.42610086129979,CALM3;CALM1;CALM2;HRAS;PTPRF,3,3,B1
121,KEGG_2021_Human,Pathogenic Escherichia coli infection,6/197,0.0038727822988365,0.0066333822416016,0,0,4.258819281458747,23.652554249854195,TRADD;FAS;TRAF2;FASLG;FADD;TNFRSF1A,3,3,B1
122,KEGG_2021_Human,Graft-versus-host disease,3/42,0.0039038565345311,0.0066333822416016,0,0,10.296257796257796,57.10088722472947,HLA-B;FAS;FASLG,3,3,B1
123,KEGG_2021_Human,Complement and coagulation cascades,4/85,0.0039371888072028,0.0066360682314952,0,0,6.640799529688419,36.77202161173677,PLAU;ITGB2;SERPINE1;ITGAX,3,3,B1
124,KEGG_2021_Human,Colorectal cancer,4/86,0.0041053950226988,0.0068105556250619,0,0,6.559482329517173,36.04732888659138,TGFB1;TGFB3;AREG;HRAS,3,3,B1
125,KEGG_2021_Human,Measles,5/139,0.0041058852093674,0.0068105556250619,0,0,5.038591290124719,27.688741613440744,TRADD;FAS;FASLG;FADD;IL2RG,3,3,B1
126,KEGG_2021_Human,Type I diabetes mellitus,3/43,0.0041736633086859,0.0068684695394911,0,0,10.038344594594594,54.99969991889258,HLA-B;FAS;FASLG,3,3,B1
127,KEGG_2021_Human,Bile secretion,4/90,0.0048267756761268,0.0078812196586758,0,0,6.2531245056162,33.35151851574649,ADCY9;RXRA;GNAS;ADCY7,3,3,B1
128,KEGG_2021_Human,Morphine addiction,4/91,0.0050195685429834,0.0081324792673141,0,0,6.180936742513097,32.72442131303909,ADCY9;GNAS;ADCY7;GNAI2,3,3,B1
129,KEGG_2021_Human,Th1 and Th2 cell differentiation,4/92,0.0052174618915784,0.0083880733487683,0,0,6.1103896103896105,32.11464489509395,NOTCH2;NOTCH3;NOTCH1;IL2RG,3,3,B1
130,KEGG_2021_Human,Choline metabolism in cancer,4/98,0.0065152257485182,0.0103945204690099,0,0,5.718627876682588,28.785362015061622,PDGFRB;PDGFC;PDGFB;HRAS,3,3,B1
131,KEGG_2021_Human,Hematopoietic cell lineage,4/99,0.0067504555608172,0.0106882213046273,0,0,5.658145363408521,28.280232574964607,ITGA3;ITGA1;ITGA6;CD44,3,3,B1
132,KEGG_2021_Human,Longevity regulating pathway,4/102,0.0074897161825982,0.0116111630065811,0,0,5.484103845619881,26.840434716346227,ADCY9;HRAS;ADCY7;IGF1R,3,3,B1
133,KEGG_2021_Human,Autoimmune thyroid disease,3/53,0.0075000335209973,0.0116111630065811,0,0,8.026621621621622,39.27303785435883,HLA-B;FAS;FASLG,3,3,B1
134,KEGG_2021_Human,Endocrine and other factor-regulated calcium reabsorption,3/53,0.0075000335209973,0.0116111630065811,0,0,8.026621621621622,39.27303785435883,ADCY9;GNAS;ESR1,3,3,B1
135,KEGG_2021_Human,C-type lectin receptor signaling pathway,4/104,0.0080110665878854,0.0123111243887356,0,0,5.373877551020408,25.939338128092672,CALM3;CALM1;CALM2;HRAS,3,3,B1
136,KEGG_2021_Human,Th17 cell differentiation,4/107,0.0088368929272737,0.0134810994291986,0,0,5.216564295621161,24.668193274714785,HSP90AA1;TGFB1;RXRA;IL2RG,3,3,B1
137,KEGG_2021_Human,HIF-1 signaling pathway,4/109,0.0094172271912107,0.0142623223403119,0,0,5.116682863621639,23.87042353292704,SERPINE1;ERBB2;IGF1R;VEGFA,3,3,B1
138,KEGG_2021_Human,Endometrial cancer,3/58,0.0096124935060732,0.0144533175738798,0,0,7.295085995085995,33.88342478652476,CDH1;ERBB2;HRAS,3,3,B1
139,KEGG_2021_Human,Protein processing in endoplasmic reticulum,5/171,0.009691437557376,0.0144679317820828,0,0,4.060694834131045,18.827462395095694,HSP90AA1;CANX;TRAF2;CALR;HSP90B1,3,3,B1
140,KEGG_2021_Human,Viral myocarditis,3/60,0.0105447208022081,0.0156301180685212,0,0,7.038406827880512,32.0397424665505,ITGB2;HLA-B;ICAM1,3,3,B1
141,KEGG_2021_Human,Cholinergic synapse,4/113,0.0106511006296789,0.0156766199408655,0,0,4.927916120576671,22.38304861786273,ADCY9;HRAS;ADCY7;GNAI2,3,3,B1
142,KEGG_2021_Human,Glutamatergic synapse,4/114,0.010975088464695,0.0160405139099389,0,0,4.88286951144094,22.0321286271,ADCY9;GNAS;ADCY7;GNAI2,3,3,B1
143,KEGG_2021_Human,Shigellosis,6/246,0.011064212105271,0.0160584745139003,0,0,3.3808620689655173,15.227536350156718,TRADD;TRAF2;TLN1;VCL;CD44;TNFRSF1A,3,3,B1
144,KEGG_2021_Human,Cortisol synthesis and secretion,3/65,0.0130978397534146,0.0187496473182442,0,0,6.469158674803836,28.04579514067651,ADCY9;GNAS;ADCY7,3,3,B1
145,KEGG_2021_Human,Inflammatory bowel disease,3/65,0.0130978397534146,0.0187496473182442,0,0,6.469158674803836,28.04579514067651,TGFB1;TGFB3;IL2RG,3,3,B1
146,KEGG_2021_Human,p53 signaling pathway,3/73,0.0178560174248671,0.0253871268149471,0,0,5.727509652509653,23.055601646563527,SERPINE1;FAS;THBS1,3,3,B1
147,KEGG_2021_Human,Viral carcinogenesis,5/203,0.0190787912598233,0.0269423471169126,0,0,3.3988861214888613,13.456795041587378,PKM;TRADD;HLA-B;TRAF2;HRAS,3,3,B1
148,KEGG_2021_Human,Chronic myeloid leukemia,3/76,0.0198566778335914,0.0278526554847021,0,0,5.491299518696779,21.521582968903243,TGFB1;TGFB3;HRAS,3,3,B1
149,KEGG_2021_Human,Bacterial invasion of epithelial cells,3/77,0.0205499338297078,0.028443285896748,0,0,5.4168188458729,21.04378630651759,CDH1;FN1;VCL,3,3,B1
150,KEGG_2021_Human,Leishmaniasis,3/77,0.0205499338297078,0.028443285896748,0,0,5.4168188458729,21.04378630651759,TGFB1;TGFB3;ITGB2,3,3,B1
151,KEGG_2021_Human,Insulin secretion,3/86,0.0273832893130804,0.0376520228054856,0,0,4.827254965809183,17.367605712089812,ADCY9;GNAS;ADCY7,3,3,B1
152,KEGG_2021_Human,GABAergic synapse,3/89,0.0298982154288771,0.0408413531021916,0,0,4.658155248271528,16.34992222189889,ADCY9;ADCY7;GNAI2,3,3,B1
153,KEGG_2021_Human,Herpes simplex virus 1 infection,8/498,0.035529254194204,0.0482182735492769,0,0,2.210246895961182,7.376475470998217,TRADD;HLA-B;FAS;TRAF2;FASLG;CALR;FADD;TNFRSF1A,3,3,B1
154,KEGG_2021_Human,Phosphatidylinositol signaling system,3/97,0.0371790782140454,0.0499453731111616,0,0,4.259991374353077,14.023930325637837,CALM3;CALM1;CALM2,3,3,B1
155,KEGG_2021_Human,Wnt signaling pathway,4/166,0.037279800025556,0.0499453731111616,0,0,3.306794322667338,10.877050646262978,WNT7B;FZD6;LRP5;PSEN1,3,3,B1
0,KEGG_2021_Human,Human immunodeficiency virus 1 infection,13/212,2.3923396001219183e-14,3.755973172191412e-12,0,0,29.31384193695752,919.3969788229804,HLA-B;HLA-C;CXCR4;TRAF2;HLA-A;HLA-F;CD3D;TNFRSF1A;HLA-E;GNAI2;CD4;CALR;B2M,4,4,B1
1,KEGG_2021_Human,Cell adhesion molecules,11/148,3.44609685925343e-13,1.864215794467846e-11,0,0,34.57092986353538,992.059985919857,CD4;ITGA4;SDC4;CDH1;HLA-B;HLA-C;SDC1;HLA-A;HLA-F;PTPRF;HLA-E,4,4,B1
2,KEGG_2021_Human,Human papillomavirus infection,14/331,3.5621957856073494e-13,1.864215794467846e-11,0,0,20.15728853348984,577.7729784737633,LAMA5;ITGA4;ITGA3;LAMB2;ITGB4;HLA-B;HLA-C;HLA-A;HLA-F;TNFRSF1A;HLA-E;COL1A1;ITGA5;IFNAR1,4,4,B1
3,KEGG_2021_Human,Antigen processing and presentation,9/78,1.0028825825603605e-12,3.936314136549414e-11,0,0,54.005434782608695,1492.0698576716406,CD4;HLA-B;HLA-C;KLRD1;CALR;HLA-A;HLA-F;B2M;HLA-E,4,4,B1
4,KEGG_2021_Human,Human cytomegalovirus infection,12/225,1.386592218861983e-12,4.353899567226626e-11,0,0,24.70109546165884,674.4429595696848,CCL5;HLA-B;HLA-C;CXCR4;TRAF2;CALR;HLA-A;HLA-F;B2M;TNFRSF1A;HLA-E;GNAI2,4,4,B1
5,KEGG_2021_Human,ECM-receptor interaction,9/88,3.0747742062373867e-12,8.045659172987829e-11,0,0,47.14556962025316,1249.724842245456,COL1A1;LAMA5;ITGA4;SDC4;ITGA3;LAMB2;ITGB4;SDC1;ITGA5,4,4,B1
6,KEGG_2021_Human,Epstein-Barr virus infection,11/202,1.0436974058647796e-11,2.340864181725291e-10,0,0,24.72934213521512,625.2978959333121,CD19;HLA-B;HLA-C;TRAF2;CALR;HLA-A;HLA-F;CD3D;B2M;HLA-E;IFNAR1,4,4,B1
7,KEGG_2021_Human,Pathways in cancer,14/531,1.9685794094698726e-10,3.863337091084625e-09,0,0,12.233547748639287,273.401916023736,CSF1R;LAMA5;ITGA3;LAMB2;GSTP1;CXCR4;TRAF2;MMP9;HSP90B1;GNAI2;AR;CDH1;ERBB2;IFNAR1,4,4,B1
8,KEGG_2021_Human,PI3K-Akt signaling pathway,12/354,2.7162629357349225e-10,4.738369787893142e-09,0,0,15.283430799220271,336.64192384262225,COL1A1;CSF1R;LAMA5;ITGA4;ITGA3;LAMB2;ITGB4;CD19;ERBB2;ITGA5;HSP90B1;IFNAR1,4,4,B1
9,KEGG_2021_Human,Viral protein interaction with cytokine and cytokine receptor,8/100,3.9665672491709613e-10,6.227510581198409e-09,0,0,35.22803904170364,762.614823617327,CSF1R;IL34;CCL5;CXCR4;CCR7;CCL19;CXCL14;TNFRSF1A,4,4,B1
10,KEGG_2021_Human,Human T-cell leukemia virus 1 infection,10/219,5.559080735216686e-10,7.934324322082e-09,0,0,20.08958566629339,428.1174714256176,CD4;HLA-B;HLA-C;CALR;HLA-A;HLA-F;CD3D;B2M;TNFRSF1A;HLA-E,4,4,B1
11,KEGG_2021_Human,Herpes simplex virus 1 infection,13/498,1.0906554852428694e-09,1.4269409265260878e-08,0,0,11.853514526710404,244.61489794691835,HLA-B;HLA-C;TRAF2;HLA-A;HLA-F;TNFRSF1A;HLA-E;C3;CCL5;ITGA5;CALR;B2M;IFNAR1,4,4,B1
12,KEGG_2021_Human,Graft-versus-host disease,6/42,1.980395575125643e-09,2.3917085022671223e-08,0,0,65.05555555555556,1303.7113313642426,HLA-B;HLA-C;KLRD1;HLA-A;HLA-F;HLA-E,4,4,B1
13,KEGG_2021_Human,Kaposi sarcoma-associated herpesvirus infection,9/193,3.631277418376069e-09,4.0722182477503056e-08,0,0,20.13485054347826,391.2942693848198,C3;HLA-B;HLA-C;TRAF2;HLA-A;HLA-F;TNFRSF1A;HLA-E;IFNAR1,4,4,B1
14,KEGG_2021_Human,Cytokine-cytokine receptor interaction,10/295,9.80150039391807e-09,1.0258903745634249e-07,0,0,14.675625233296008,270.6292478146425,CSF1R;CD4;IL34;CCL5;CXCR4;CCR7;CCL19;CXCL14;TNFRSF1A;IFNAR1,4,4,B1
15,KEGG_2021_Human,Phagosome,8/152,1.1149319207590896e-08,1.094026947244857e-07,0,0,22.447845804988663,411.0624247202816,C3;HLA-B;HLA-C;ITGA5;CALR;HLA-A;HLA-F;HLA-E,4,4,B1
