,ligand,receptor,spc
LAMB3_COL17A1,LAMB3,COL17A1,1.0
MDK_SDC3,MDK,SDC3,0.5107262858619798
COL5A1_SDC3,COL5A1,SDC3,0.4334283834174161
PLAU_IGF2R,PLAU,IGF2R,0.6018518518518519
EFNA1_EPHA2,EFNA1,EPHA2,0.7180232558139534
SEMA4D_PLXNB1,SEMA4D,PLXNB1,0.07137851564475461
SEMA4A_PLXNB1,SEMA4A,PLXNB1,0.9663536776212832
S100A10_TRPV6,S100A10,TRPV6,1.0
B2M_TFRC,B2M,TFRC,0.47623638291718884
SEMA3B_NRP2,SEMA3B,NRP2,0.0021478260869565217
VEGFA_NRP2,VEGFA,NRP2,0.44376572044556234
PGF_NRP2,PGF,NRP2,0.18834833002897666
LGALS9_CD47,LGALS9,CD47,0.4686907020872866
THBS2_CD47,THBS2,CD47,0.5757575757575757
COL4A1_CD47,COL4A1,CD47,0.7647058823529412
GNAS_ADORA1,GNAS,ADORA1,0.3099316142794404
AFDN_NECTIN4,AFDN,NECTIN4,0.2162682777339988
AFDN_F11R,AFDN,F11R,0.44376572044556234
CD59_CD2,CD59,CD2,0.48286984995845755
MDK_TSPAN1,MDK,TSPAN1,0.7180232558139534
MDK_SDC4,MDK,SDC4,0.0466927541163349
BMP2_ENG,BMP2,ENG,0.0035285714285714287
ALOX5AP_ALOX5,ALOX5AP,ALOX5,0.0021478260869565217
HLA-C_NOTCH4,HLA-C,NOTCH4,0.0035285714285714287
SPTBN2_PTPRA,SPTBN2,PTPRA,0.12696943994653917
MDK_SDC1,MDK,SDC1,0.4388185654008439
LAMB2_ITGB1,LAMB2,ITGB1,0.1802492109536059
MDK_ITGB1,MDK,ITGB1,0.9405940594059408
ADAM9_ITGB1,ADAM9,ITGB1,0.11507908775362827
VEGFA_ITGB1,VEGFA,ITGB1,0.5703070884322328
SPON2_ITGB2,SPON2,ITGB2,0.55331541218638
ICAM2_ITGB2,ICAM2,ITGB2,0.46511627906976744
VEGFA_SIRPA,VEGFA,SIRPA,0.7584830339321356
ADAM9_ITGA6,ADAM9,ITGA6,0.25178389398572887
VIM_CD44,VIM,CD44,1.0
SEMA4D_PLXNB2,SEMA4D,PLXNB2,0.29118773946360155
CXCL17_GPR35,CXCL17,GPR35,0.8350236646382692
